id,name,serviceGroup,department,description,tags,unit,price,minPrice,officialWarranty,clinicWarranty,origin,avgTreatmentMinutes,avgTreatmentSessions,archivedAt,createdAt,updatedAt,createdById,updatedById
2131e46a-750f-4fb5-9347-0d6495e11042,Răng sứ Ceramill,Răng toàn sứ,Răng sứ,,,Răng,6000000,,,,,,,,2018-10-25 17:01:30+00,2025-08-26 02:13:05.102+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e763bb65-f545-44dd-9056-4096127ec577,Răng sứ Cercon,Răng toàn sứ,Răng sứ,,,Răng,6000000,,,,,,,,2018-10-26 17:01:30+00,2025-08-26 02:13:10.599+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
14db21de-dfb6-47fd-a3d8-2cc665f6f701,Răng sứ Cercon HT,Răng toàn sứ,Răng sứ,,,Răng,7000000,,,,,,,,2018-10-27 17:01:30+00,2025-08-26 02:13:21.47+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
16382151-7bd7-4990-b0b8-5f55502d2aee,Răng sứ Nacera,Răng toàn sứ,Răng sứ,,,Răng,9000000,,,,,,,,2018-10-20 17:01:19+00,2025-08-26 02:13:15.954+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
ca7b8299-8e62-4849-ad44-462d0fca922a,Răng sứ HT Smile,Răng toàn sứ,Răng sứ,,,Răng,8000000,,,,,,,,2018-10-20 17:01:20+00,2025-08-26 02:13:26.813+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
1bd835b7-06b1-4f6f-b142-c0ea4ba24471,Răng sứ Lava Plus,Răng toàn sứ,Răng sứ,,,Răng,10000000,,,,,,,,2018-10-20 17:01:21+00,2025-08-26 02:13:31.841+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
9c4edf30-0232-453e-8295-f8032ed31f58,Răng sứ Orodent HT,Răng toàn sứ,Răng sứ,,,Răng,10000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:02:54.585+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
eac35a95-4766-43ff-bf59-1ffffecb7fd8,Răng sứ Orodent Bleach,Răng toàn sứ,Răng sứ,,,Răng,12000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:24:24.784+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
094d7832-4873-4ccb-b00d-17de65246c49,Răng sứ Emax CAD,Răng toàn sứ,Răng sứ,,,Răng,6000000,,,,,,,,2018-10-20 17:01:23+00,2025-08-26 02:13:37.084+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
20ff2389-8303-4895-9740-9f7503f2b1ed,Răng sứ Emax Press,Răng toàn sứ,Răng sứ,,,Răng,8000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:22:06.911+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
afa49de5-7f99-4081-b3d5-711d9dd84591,Răng sứ Lisi,Răng toàn sứ,Răng sứ,,,Răng,10000000,,,,,,,,2018-10-20 17:01:24+00,2025-08-26 02:13:42.95+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
bd84d17b-1ddc-491c-bb2c-0e2e7e1f9bd4,Răng sứ Ceramay,Răng toàn sứ,Răng sứ,,,Răng,14000000,,,,,,,,2018-10-20 17:01:25+00,2025-08-26 02:13:49.547+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
f844b3a0-7ef7-405e-9c1e-0efb60e204e3,Răng sứ feldspathic (siêu mỏng),Răng toàn sứ,Răng sứ,,,Răng,15000000,,,,,,,,2018-10-20 17:01:26+00,2018-10-20 17:01:26+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
ebd03544-7e13-4f0e-a24f-b849a5900a28,Inlay / Onlay / Overlay Composite,,Răng sứ,,,Răng,2000000,,,,,,,,2018-10-20 17:03:24+00,2018-10-20 17:03:24+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
44857189-e112-4ef4-8e99-175d0f4cf652,Inlay / Onlay / Overlay sứ Emax Press,,Răng sứ,,,Răng,5000000,,,,,,,,2018-10-20 17:02:21+00,2018-10-20 17:02:21+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
2a840674-dbca-44e8-a5cb-85bce879e1de,Inlay / Onlay / Overlay sứ Ceramay,,Răng sứ,,,Răng,7500000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
6974f2b1-900e-47b0-b0f7-88daaae128d3,Răng sứ Phonic,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:01:27+00,2018-10-20 17:01:27+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
8050e5ed-8819-4916-bf37-594e6ca69073,Răng sứ Vita Enamic,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:01:28+00,2025-08-26 02:14:16.122+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e4189d7c-1ceb-46e4-a251-8bbca59f0adb,Răng sứ Miyo Ceramic,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:01:29+00,2025-08-26 02:14:21.571+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e2170fd6-fa78-41f4-9a04-0439505d88d9,Răng sứ BruxZir Esthetic,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:01:30+00,2025-08-26 02:14:27.705+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a72d3bb9-f4bb-4ab4-bfc3-6171e3b929bf,Răng sứ Cerec,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:00:11+00,2025-08-26 02:14:33.421+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
5ca58c70-5167-4a79-a197-0e0822760128,Răng sứ Cera Pearl,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:00:12+00,2025-08-26 02:14:39.044+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
1e0d63b2-33fe-4745-9c38-a3ea7baef919,Răng sứ Vita Blocs,Răng toàn sứ,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:00:14+00,2025-08-26 02:14:46.401+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e577eedb-b7ec-492c-a19d-f635755d5e94,Răng sứ Zircera,Răng toàn sứ,Răng sứ,,,Răng,8000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:14:53.057+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
96731b3b-ea8c-426d-8f4e-ebf3fcd06976,Răng composite,,Răng sứ,,,Răng,300000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a0c79fad-1760-446b-8403-02a19746ddb8,Răng sứ thẩm mỹ,,Răng sứ,,,Răng,0,,,,,,,,2018-10-20 17:00:13+00,2018-10-20 17:00:13+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
92ef9bb5-788e-4420-9fe4-0f725d1d0784,PHTL bán hàm hàm khung,,Hàm tháo lắp,,,1 Hàm,0,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
acaecf7e-503a-4683-acc4-c6807ba1452d,PHTL bán hàm hàm nhựa cứng,,Hàm tháo lắp,,,1 Hàm,1000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
339a5747-481c-47e1-b71a-d8c0071e45df,PHTL bán hàm hàm nhựa dẻo,,Hàm tháo lắp,,,1 Hàm,1000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
4c62d3c8-7e8a-4aab-a45f-7e7da28504bc,PHTL toàn hàm nhựa cứng,,Hàm tháo lắp,,,1 Hàm,10000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
0da564ab-1548-4208-8efa-fe3ca5221a14,PHTL toàn hàm nhựa cường lực có lưới,,Hàm tháo lắp,,,1 Hàm,12000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
2b8b10ff-1bf2-4925-af7b-95d4fe011375,Phục hình tháo lắp,,Hàm tháo lắp,,,1 Hàm,1000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
5783ee1e-b0db-4470-aaeb-b53055b0cb81,Hàm nhựa tạm tháo lắp thường,,,,,1 Hàm,5000000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
1ba660dc-11de-4159-aa1b-9107e85083fe,Implant Biotech,Implant Hàn Quốc,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:01:19.336+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
251b0c20-d958-42d0-b47d-f9a1d97a6f0e,Implant Hàn Quốc Biotech,Implant Hàn Quốc,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:02:34.6+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
6b6ebb90-4d32-4d58-af6e-7063e4a8a595,Implant Hàn Quốc Yes Biotec V4*,Implant Hàn Quốc,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:01:39+00,2025-08-26 02:04:04.556+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
85d172f8-01b9-48dd-ae77-37f0f51dcbb1,Implant Hàn Quốc Yes,Implant Hàn Quốc,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:01:38+00,2025-08-26 02:03:54.567+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
8c8c62ac-0305-44aa-b5c9-0a518cf916a4,Implant Hàn Quốc Biotem,Implant Hàn Quốc,Implant,,,Răng,13000000,,,,,,,,2018-10-20 17:01:40+00,2025-08-26 02:04:11.965+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a980a4f9-e285-4d78-9c09-47b4547b8862,Implant Hàn Quốc Dio,Implant Hàn Quốc,Implant,,,Răng,14000000,,,,,,,,2018-10-20 17:01:42+00,2025-08-26 02:04:30.071+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
ba18765f-15f9-4e26-b790-be95b38a9e48,Implant Hàn Quốc Neo Biotech,Implant Hàn Quốc,Implant,,,Răng,14000000,,,,,,,,2018-10-20 17:01:41+00,2025-08-26 02:04:20.268+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a0967ac4-496a-4ee7-ad81-01ae4409aa51,Implant Hàn Quốc Megagen,Implant Hàn Quốc,Implant,,,Răng,15000000,,,,,,,,2018-10-20 17:01:44+00,2025-08-26 02:04:37.743+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
7b44e2fb-e338-476e-86ce-f5c11b884178,Implant Hàn Quốc Dentium,Implant Hàn Quốc,Implant,,,Răng,16000000,,,,,,,,2018-10-20 17:01:43+00,2025-08-26 02:04:44.494+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
5a7fc8b3-7f1a-488a-bbb8-df8fa796e4e6,Implant Hàn Quốc Osstem,Implant Hàn Quốc,Implant,,,Răng,16000000,,,,,,,,2018-10-20 17:01:45+00,2025-08-26 02:04:51.509+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
5c91ecd4-f6c8-4774-8558-0588cffd53ba,Implant Mỹ Dentium,Implant Mỹ,Implant,,,Răng,24000000,,,,,,,,2018-10-20 17:01:46+00,2025-08-26 02:04:59.733+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
8bcf9612-76c7-4b02-9295-ba38250586ee,Implant Mỹ Hiossen,Implant Mỹ,Implant,,,Răng,24000000,,,,,,,,2018-10-20 17:01:47+00,2025-08-24 04:14:59.258+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
62906ead-ac62-49a8-8a06-1b44bbeadcfd,Implant Pháp Brat,Implant Pháp,Implant,,,Răng,22000000,,,,,,,,2018-10-20 17:01:48+00,2025-08-26 02:05:07.433+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
15bfb2da-d863-408a-b7da-182b17e82f9b,Implant Pháp Tekka,Implant Pháp,Implant,,,Răng,26000000,,,,,,,,2018-10-20 17:01:49+00,2025-08-26 02:05:16.375+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
cef1ed8f-5941-4462-bb92-7204e919a051,Implant Thuỵ Sĩ NTA,Implant Thuỵ Sỹ,Implant,,,Răng,24000000,,,,,,,,2018-10-20 17:01:54+00,2025-08-26 02:05:50.654+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
3ea4c4b0-e19a-4c47-b9df-1a3653897c34,Implant Thuỵ Sĩ Neodent,Implant Thuỵ Sỹ,Implant,,,Răng,26000000,,,,,,,,2018-10-20 17:01:50+00,2025-08-26 02:05:43.331+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
fd2571a1-90af-4516-8e6b-ef20a7674372,Implant Thuỵ Sĩ SIC,Implant Thuỵ Sỹ,Implant,,,Răng,28000000,,,,,,,,2018-10-20 17:01:51+00,2025-08-26 02:05:25.224+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a4a2ba8a-32c6-4521-a239-98b47e974083,Implant Thuỵ Sĩ Straumman,Implant Thuỵ Sỹ,Implant,,,Răng,40000000,,,,,,,,2018-10-20 17:01:52+00,2025-08-26 02:05:59.017+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e6617a1d-5fd9-45c7-9dc3-ccea8e729b8f,Implant Thuỵ Sĩ Straumman Active,Implant Thuỵ Sỹ,Implant,,,Răng,46000000,,,,,,,,2018-10-20 17:01:53+00,2025-08-26 02:06:09.919+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
45f8e309-a759-4bf9-931b-c22652c16f58,Nâng xoang kín độ 1,Nâng xoang kín,Implant,,,Răng,3000000,,,,,,,,2018-10-20 17:02:20+00,2025-08-26 02:09:49.348+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a2f321bf-dfe3-46ea-aac2-2645c37d268e,Nâng xoang kín độ 2,Nâng xoang kín,Implant,,,Răng,6000000,,,,,,,,2018-10-25 17:02:20+00,2025-08-26 02:10:06.658+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
da74555f-d6ca-4aea-b83a-0132aa769ac7,Nâng xoang hở,Nâng xoang hở,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:02:19+00,2025-08-26 02:09:37.553+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
53221468-7966-4a14-863c-0ed230e7308d,Màng tế bào gốc,,,,,Răng,1000000,,,,,,,,2018-10-23 17:01:34+00,2018-10-23 17:01:34+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
56683878-b583-4942-ab37-0eb45b349ad1,Ghép lợi tự do,,,,,Răng,3000000,,,,,,,,2018-10-20 17:01:33+00,2018-10-20 17:01:33+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
ed1050f4-1d67-46cb-bdec-f2760e903c5f,Ghép mô liên kết,,,,,Răng,2000000,,,,,,,,2018-10-20 17:01:32+00,2018-10-20 17:01:32+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
073f8660-a127-47fa-917d-990cf41405e8,Ghép / tạo hình xương (độ 1),,Implant,,,Răng,2000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:21:33.336+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
c000c1ad-3bd0-4859-8639-0060435a737c,Ghép xương bột tổng hợp (độ 2),,Implant,,,Răng,4000000,,,,,,,,2018-10-20 17:01:34+00,2025-08-26 02:20:11.704+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
f6f6acb9-5ebe-4d9d-ba48-9999285e5164,Ghép xương bột hỗn hợp + màng (độ 3),,Implant,,,Răng,8000000,,,,,,,,2018-10-21 17:01:34+00,2025-08-26 02:20:17.385+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
cc94e1d8-8431-46b3-8447-158b1a6fab4d,Ghép xương block / màng titan (độ 4),,Implant,,,Răng,12000000,,,,,,,,2018-10-22 17:01:34+00,2025-08-26 02:20:22.472+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
55fc0b02-d9d0-4540-9132-1bfe2f8e4bbc,Hàm tạm/Implant,,Implant,,,1 Hàm,0,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:22:35.909+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
e3a3282e-bd6a-48a8-b0db-f01ba51dca51,Hàm acrylic,Hàm / Implant,Implant,,,1 Hàm,18000000,,,,,,,,2018-10-24 17:01:34+00,2025-08-26 02:20:31.091+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
10160e8a-c186-4d19-932d-9562f9e0abf6,Hàm răng sứ HT Smile,,Implant,,,1 Hàm,96000000,,,,,,,,2018-10-20 17:00:17+00,2025-08-26 02:20:57.149+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
815de817-5438-4c36-b639-eea8e7925bb8,Hàm răng sứ Lava,,Implant,,,1 Hàm,144000000,,,,,,,,2018-10-20 17:00:18+00,2025-08-26 02:20:51.336+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
2c4229b0-7f5e-4aa8-b118-25f22bb69314,Hàm răng sứ Roland CAD-CAM/IPL,,Implant,,,1 Hàm,72000000,,,,,,,,2018-10-20 17:00:16+00,2025-08-26 02:20:45.176+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
91dfba8f-0e87-45b8-a980-41530d8a4e5c,Hàm răng sứ titan,,Implant,,,1 Hàm,30000000,,,,,,,,2018-10-20 17:00:15+00,2025-08-26 02:21:04.454+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
cd69e8cc-4f03-4920-bc28-5d39673cb6b2,Hàm sứ titan CAD-CAM/IPL,,Implant,,,1 Hàm,43000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:23:06.796+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
daaf3419-1f8e-45ad-8bf7-6aca2fb278ae,Răng sứ kim loại / IPL,Răng / Implant,Implant,,,Răng,1500000,,,,,,,,2018-10-20 17:01:14+00,2025-08-26 02:11:42.56+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
dff53866-e721-4a34-927e-9ac1d6c0d807,Răng sứ Titan / IPL,Răng / Implant,Implant,,,Răng,1500000,,,,,,,,2018-10-20 17:01:15+00,2025-08-26 02:11:35.571+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
d8c42b66-4f11-4c59-a9d3-4ae01e622a6a,Răng sứ Zirconia / IPL,Răng / Implant,Implant,,,Răng,4000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:04.29+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
13e1f252-770f-4865-a589-990fc5241ea4,Răng sứ Zirconia HT / IPL,Răng / Implant,Implant,,,Răng,6000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:09.992+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
6bf1f3b7-79f1-45bd-8423-db3f885ebaab,Răng sứ Katana / IPL,Răng / Implant,Implant,,,Răng,0,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:27.284+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
7827b712-72e1-4601-8bbd-ca13b40f0687,Răng sứ Venus / IPL,Răng / Implant,Implant,,,Răng,0,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:33.148+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
c88abb59-3596-4806-b8e7-3d7b40a62e1c,Răng sứ Cercon / IPL,Răng / Implant,Implant,,,Răng,0,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:39.143+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
50144809-cab4-4931-9afa-7040e9de82ae,Răng sứ Ceramill / IPL,Răng / Implant,Implant,,,Răng,1000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:46.544+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
3f2d8d26-36e8-4c28-8d1e-f5f546286b78,Răng sứ HT Smile / IPL,Răng / Implant,Implant,,,Răng,8000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:15.219+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
648693d8-c163-4989-ba1f-6fb80ee01f6c,Răng sứ Lava / IPL,Răng / Implant,Implant,,,Răng,10000000,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:15:21.594+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
68f9022f-7345-4236-ad37-588cb89d1383,Lỗ khoan implant trên máng định vị,,Implant,,,Lỗ,300000,,,,,,,,2018-10-20 17:02:18+00,2025-08-26 02:09:26.724+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
8c21fdd2-6889-49ac-8ae0-08ad7b5177e4,Lỗ khoan implant trên máng hướng dẫn,,Implant,,,Lỗ,500000,,,,,,,,2018-10-20 17:02:16+00,2025-08-26 02:09:21.188+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
9c5f4255-9b1e-4f31-b04d-d5d5856db610,Máng hướng dẫn phẫu thuật,,Implant,,,Máng,1500000,,,,,,,,2018-10-20 17:02:15+00,2025-08-26 02:09:14.966+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
c9eb1473-3f2b-45a2-8fa8-9a26d6af84be,Bệnh án chỉnh nha,,,,,2 Hàm,500000,,,,,,,,2018-10-20 17:00:01+00,2018-10-20 17:00:01+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
0faaff80-c65c-4cef-8834-fbef9530983b,Bệnh án Niềng răng,Bệnh án,Chỉnh nha,,,2 Hàm,0,,,,,,,,2018-10-20 17:00:01+00,2025-08-26 02:02:06.73+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
,,,Chỉnh nha,,,,,,,,,,,,,,,
4b4e3aa6-dad1-4cc0-a6b8-c8d7a6eeebc7,Chỉnh nha mắc cài kim loại thông minh ULTIMA độ 0,Bệnh án,Chỉnh nha,,,2 Hàm,0,,,,,0,1,,2018-10-20 17:00:01+00,2025-09-09 11:13:12.673+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
a582e74f-3580-4277-9424-1c8a61fa3195,Chỉnh nha mắc cài kim loại thông minh ULTIMA độ 1,Bệnh án,Chỉnh nha,,,2 Hàm,0,,,,,0,1,,2018-10-20 17:00:01+00,2025-09-09 11:13:12.673+00,cd66e9e7-8f58-4608-830e-41501f42e16f,cd66e9e7-8f58-4608-830e-41501f42e16f
